mes,site,Medio_de_pago,Incoming_amt,Incoming_qty,Status,BUYER_TYPE,FREQUENCY_MP,LIFECYCLE,SPENDER_TYPE
NULL,MLC,account_money,21.33,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLC,debit card,33.34,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLC,debit card,74.72,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
NULL,MLC,debit card,26.31,1,Approved,Repeat Buyer,NEW,onboarding,mid_low_spender
NULL,MLC,debit card,31.85,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLC,credit card,54.88,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLC,account_money,35.69,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,mid_high_spender
May,MLC,account_money,26.01,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLC,credit card,132.9,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_high_spender
May,MLC,credit card,178.75,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLC,debit card,12.06,1,Approved,New Buyer,NEW,onboarding,low_spender
April,MLC,debit card,19.55,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_high_spender
May,MLC,debit card,137.59,1,Insufficient Amount,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLC,debit card,47,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,mid_high_spender
April,MLC,debit card,118.23,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLC,credit card,5.86,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLC,credit card,36.1,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,account_money,0.49,1,Cancelled,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLC,debit card,25.64,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
NULL,MLC,credit card,87.03,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,debit card,23.26,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,credit card,199.14,2,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
NULL,MLC,debit card,22.18,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLC,credit card,132.9,1,Approved,New Buyer,NEW,active_buyer_low,mid_high_spender
May,MLC,debit card,51.13,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
NULL,MLC,debit card,17.03,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,debit card,47.07,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_high_spender
April,MLC,account_money,45.58,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLC,credit card,16.38,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
NULL,MLC,debit card,303.53,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
April,MLC,credit card,75.7,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
April,MLC,debit card,59.21,1,Approved,Repeat Buyer,NEW,active_buyer_low,high_spender
May,MLC,account_money,16.17,1,Approved,Repeat Buyer,POWER USER,,
May,MLC,credit card,31.52,1,Approved,Repeat Buyer,CORE,,
NULL,MLC,credit card,38.41,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLC,debit card,46.03,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLC,debit card,21.52,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
NULL,MLC,account_money,11.7,1,Approved,Repeat Buyer,POWER USER,,
NULL,MLC,credit card,57.77,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLC,debit card,22.97,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLC,debit card,21.02,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLC,account_money,84.03,1,Approved,Repeat Buyer,POWER USER,,
May,MLC,account_money,26.34,1,Approved,Repeat Buyer,POWER USER,onboarding,mid_high_spender
April,MLC,debit card,31.08,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLC,debit card,181.43,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLC,credit card,30.8,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLC,debit card,12.32,1,Approved,New Buyer,NEW,onboarding,mid_spender
NULL,MLC,credit card,10.6,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLC,account_money,42.82,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLC,credit card,27.29,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,debit card,12.28,1,Approved,New Buyer,NEW,onboarding,low_spender
May,MLC,debit card,16.22,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,high_spender
May,MLC,debit card,191.36,1,Approved,New Buyer,NEW,onboarding,mid_high_spender
May,MLC,account_money,33.19,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,high_spender
May,MLC,debit card,24.35,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLC,credit card,27.74,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
NULL,MLC,debit card,27.72,1,Approved,Repeat Buyer,POWER USER,onboarding,mid_low_spender
NULL,MLC,debit card,25.48,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLC,credit card,166.4,2,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLC,debit card,21.17,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLC,account_money,42.25,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_spender
April,MLC,credit card,32.44,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLC,credit card,44.56,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,credit card,23.52,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLC,debit card,39.28,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,credit card,35.19,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
NULL,MLC,account_money,178.33,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
NULL,MLC,digital_currency,22.42,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_spender
May,MLC,debit card,21.26,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,high_spender
April,MLC,credit card,37.64,2,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLC,credit card,27.25,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLC,credit card,24.32,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLC,account_money,0.26,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLC,credit card,45.5,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLC,credit card,42.57,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLC,debit card,42.43,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,high_spender
April,MLC,credit card,31.47,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLM,debit card,32.6,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,digital_currency,70.67,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
May,MLM,credit card,58.75,1,Insufficient Amount,Repeat Buyer,CORE,active_buyer_high,high_spender
NULL,MLM,account_money,16.73,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLM,tc mp,3.4,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,credit card,39.03,1,Approved,New Buyer,NEW,active_buyer_low,low_spender
NULL,MLM,debit card,12.2,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLM,credit card,36.39,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,ticket,88.34,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLM,debit card,163.43,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLM,tc mp,17.66,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,tc mp,100.17,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,digital_currency,12.47,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLM,account_money,41.25,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_low_spender
May,MLM,debit card,122.21,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLM,debit card,08.07,1,Insufficient Amount,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLM,credit card,24.33,1,Approved,New Buyer,NEW,active_buyer_low,mid_high_spender
NULL,MLM,digital_currency,83.06,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
April,MLM,credit card,56.14,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,tc mp,13.55,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,debit card,13.23,1,Rej. by User Error,New Buyer,NEW,onboarding,ultra_high_spender
May,MLM,credit card,14.35,1,Rej. by PF,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLM,digital_currency,49.1,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLM,credit card,21.45,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,debit card,123.85,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
April,MLM,debit card,15.59,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_low_spender
NULL,MLM,debit card,15.55,1,Approved,Repeat Buyer,NEW,onboarding,mid_spender
NULL,MLM,debit card,18.03,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,debit card,290.33,1,Approved,Repeat Buyer,NEW,onboarding,ultra_high_spender
May,MLM,credit card,173.68,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLM,debit card,511.3,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLM,digital_currency,95.5,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,ticket,127.15,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,credit card,66.4,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLM,debit card,106.19,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,digital_currency,24.03,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
May,MLM,debit card,35.07,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,debit card,15.34,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLM,ticket,13.47,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLM,digital_currency,42.26,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,credit card,37.79,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,tc mp,9.35,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLM,ticket,28.7,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
May,MLM,bank transfer,20.45,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLM,credit card,27.13,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
NULL,MLM,credit card,15.67,1,Approved,New Buyer,NEW,onboarding,mid_low_spender
April,MLM,debit card,56.34,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
April,MLM,credit card,68.06,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,credit card,18.57,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,credit card,11.02,1,Approved,New Buyer,NEW,onboarding,mid_high_spender
April,MLM,debit card,23.54,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,digital_currency,9.3,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,credit card,1055.68,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLM,tc mp,114.65,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLM,debit card,11.45,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,mid_high_spender
April,MLM,account_money,28.84,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,tc mp,14.38,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,credit card,42.51,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,account_money,29.46,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
